,loss,accuracy,val_loss,val_accuracy
0,0.24873341619968414,0.5796585083007812,0.2352098822593689,0.6115131378173828
1,0.2272902876138687,0.6307609677314758,0.22697831690311432,0.6299341917037964
2,0.22164848446846008,0.6424071788787842,0.22533856332302094,0.6355262994766235
3,0.2182915210723877,0.6534731388092041,0.22281838953495026,0.6430920958518982
4,0.21534791588783264,0.6605188846588135,0.2183452546596527,0.6536183953285217
5,0.21372807025909424,0.6665285229682922,0.2186221033334732,0.6470394730567932
6,0.21318505704402924,0.6674817800521851,0.21674314141273499,0.6457237005233765
7,0.21140097081661224,0.6703414916992188,0.21561624109745026,0.660197377204895
8,0.20938189327716827,0.6764340400695801,0.21516656875610352,0.6536183953285217
9,0.20899756252765656,0.6775530576705933,0.21355506777763367,0.6644737124443054
10,0.20841941237449646,0.6794595718383789,0.21346300840377808,0.6605263352394104
11,0.20835256576538086,0.6784234046936035,0.21382881700992584,0.6631578803062439
12,0.20723402500152588,0.6813660264015198,0.21416780352592468,0.6572368144989014
13,0.2068910002708435,0.681075930595398,0.21411381661891937,0.651644766330719
14,0.2073628157377243,0.6848060488700867,0.21163541078567505,0.6733552813529968
15,0.20661526918411255,0.6825265288352966,0.21261031925678253,0.6677631735801697
16,0.20540425181388855,0.6865881681442261,0.2133740335702896,0.6621710658073425
17,0.20648415386676788,0.6833139657974243,0.21253052353858948,0.6661184430122375
18,0.2053721845149994,0.6838527917861938,0.2107716202735901,0.6743420958518982
19,0.2060607373714447,0.6864638328552246,0.21171486377716064,0.6726973652839661
20,0.20507042109966278,0.6884118318557739,0.21039745211601257,0.6710526347160339
21,0.20369192957878113,0.6894065141677856,0.21107392013072968,0.6664473414421082
22,0.20430715382099152,0.6892406940460205,0.21139934659004211,0.6700657606124878
23,0.20418544113636017,0.6883703470230103,0.21134820580482483,0.6799342036247253
24,0.2049456685781479,0.6862151622772217,0.21033811569213867,0.6756578683853149
25,0.20414701104164124,0.6905255317687988,0.21244308352470398,0.668749988079071
26,0.20360463857650757,0.6913129687309265,0.21220442652702332,0.6700657606124878
27,0.20379945635795593,0.6896136999130249,0.21134181320667267,0.6717105507850647
28,0.204056978225708,0.6888262629508972,0.21092092990875244,0.6657894849777222
29,0.20393997430801392,0.689572274684906,0.21019652485847473,0.6776315569877625
30,0.2037297487258911,0.6889505982398987,0.21160729229450226,0.6677631735801697
31,0.20313087105751038,0.6945457458496094,0.210078164935112,0.6766447424888611
32,0.20302768051624298,0.6928050518035889,0.21301952004432678,0.6661184430122375
33,0.20264199376106262,0.6931780576705933,0.2101258933544159,0.6773026585578918
34,0.20206017792224884,0.6972811818122864,0.21028414368629456,0.6763157844543457
35,0.20260463654994965,0.696037769317627,0.21133311092853546,0.6776315569877625
36,0.20229552686214447,0.6945043206214905,0.20902472734451294,0.67960524559021
37,0.2017434984445572,0.6965351700782776,0.20898611843585968,0.6865131855010986
38,0.20191484689712524,0.6963279247283936,0.21012693643569946,0.6756578683853149
39,0.20205089449882507,0.6957062482833862,0.2102818787097931,0.6782894730567932
40,0.20145845413208008,0.6949187517166138,0.20975707471370697,0.6792762875556946
41,0.20195917785167694,0.6942970752716064,0.208235964179039,0.6759868264198303
42,0.20197618007659912,0.6966180205345154,0.2093963772058487,0.6756578683853149
43,0.2012200802564621,0.6986488699913025,0.20855046808719635,0.6832236647605896
44,0.2017742395401001,0.6949602365493774,0.2104969024658203,0.678947389125824
45,0.20202921330928802,0.6946286559104919,0.21026553213596344,0.6743420958518982
46,0.2019917219877243,0.6953746676445007,0.2105056792497635,0.675000011920929
47,0.20175421237945557,0.6953332424163818,0.2099878340959549,0.6812499761581421
48,0.2012566328048706,0.6982344388961792,0.2096732258796692,0.6730263233184814
49,0.20054695010185242,0.6992291212081909,0.20894324779510498,0.6799342036247253
