,loss,accuracy,val_loss,val_accuracy
0,0.227887824177742,0.629351794719696,0.20826727151870728,0.6740131378173828
1,0.18886937201023102,0.7331730723381042,0.18901468813419342,0.7256578803062439
2,0.1729089319705963,0.773914098739624,0.1844777911901474,0.7296052575111389
3,0.16305309534072876,0.797330915927887,0.17836281657218933,0.7552631497383118
4,0.15587162971496582,0.8131631016731262,0.17548391222953796,0.75789475440979
5,0.14944928884506226,0.8300315141677856,0.17037177085876465,0.7723684310913086
6,0.1453620046377182,0.8389837741851807,0.1672072410583496,0.776644766330719
7,0.14175182580947876,0.8477287888526917,0.16504381597042084,0.7832236886024475
8,0.13876698911190033,0.8549817800521851,0.16513384878635406,0.7799342274665833
9,0.13580384850502014,0.8600795865058899,0.16190527379512787,0.7924342155456543
10,0.13288216292858124,0.8655503988265991,0.16031859815120697,0.7884868383407593
11,0.13073205947875977,0.8715600371360779,0.15925969183444977,0.7990131378173828
12,0.12902237474918365,0.8762019276618958,0.1575365960597992,0.8101973533630371
13,0.12776555120944977,0.8788129687309265,0.15396955609321594,0.8167763352394104
14,0.12441790103912354,0.8854028582572937,0.15423087775707245,0.8075658082962036
15,0.12366282939910889,0.8885113000869751,0.15459375083446503,0.8059210777282715
16,0.12294614315032959,0.8891744017601013,0.15327057242393494,0.8187500238418579
17,0.120480976998806,0.8931946158409119,0.15468451380729675,0.8098683953285217
18,0.11964334547519684,0.8951840400695801,0.15381528437137604,0.8072368502616882
19,0.11892220377922058,0.894769549369812,0.15010911226272583,0.8253289461135864
20,0.11720605939626694,0.9007791876792908,0.15060599148273468,0.8092105388641357
21,0.11580602079629898,0.9007791876792908,0.15353074669837952,0.8131579160690308
22,0.11516738682985306,0.9033073782920837,0.15210841596126556,0.8151316046714783
23,0.11435580998659134,0.9056697487831116,0.14896632730960846,0.8187500238418579
24,0.112925685942173,0.9086124300956726,0.14751727879047394,0.8246710300445557
25,0.11202135682106018,0.9101458787918091,0.1493227779865265,0.8190789222717285
26,0.11133775860071182,0.9106847047805786,0.1471085250377655,0.8177631497383118
27,0.10982219874858856,0.915202260017395,0.14765486121177673,0.8220394849777222
28,0.1092061921954155,0.9169429540634155,0.14753137528896332,0.816447377204895
29,0.1087268590927124,0.9169429540634155,0.14779885113239288,0.8151316046714783
30,0.10809613764286041,0.9192224740982056,0.14607377350330353,0.8233552575111389
31,0.10697080940008163,0.9210875034332275,0.14620697498321533,0.8246710300445557
32,0.10651716589927673,0.9214605689048767,0.1464085727930069,0.8226973414421082
33,0.10757383704185486,0.9184764623641968,0.1459028571844101,0.8240131735801697
34,0.10620323568582535,0.9207974076271057,0.1455390453338623,0.8302631378173828
35,0.10561274737119675,0.9235328435897827,0.1463109701871872,0.8236842155456543
36,0.1052979901432991,0.9217506647109985,0.1433744579553604,0.8401315808296204
37,0.10424711555242538,0.9268070459365845,0.1446434110403061,0.8276315927505493
38,0.10316789895296097,0.9282161593437195,0.1433313488960266,0.8332237005233765
39,0.10277924686670303,0.9281333088874817,0.14202634990215302,0.831250011920929
40,0.10263175517320633,0.9292523264884949,0.14426486194133759,0.8236842155456543
41,0.10315000265836716,0.9263925552368164,0.14413659274578094,0.8299342393875122
42,0.100701704621315,0.9323607683181763,0.14338473975658417,0.8322368264198303
43,0.10060421377420425,0.9312002658843994,0.14350579679012299,0.8299342393875122
44,0.10020551085472107,0.9321120977401733,0.1425272524356842,0.8322368264198303
45,0.10007494688034058,0.931283175945282,0.14405013620853424,0.8269736766815186
46,0.10011279582977295,0.9340600371360779,0.14327269792556763,0.8292763233184814
47,0.0995388925075531,0.9338527917861938,0.14194534718990326,0.8401315808296204
48,0.09883677214384079,0.9341014623641968,0.14284047484397888,0.8299342393875122
49,0.09912100434303284,0.9344744682312012,0.1421053409576416,0.8381578922271729
